,id_starname,gdir_srad,gdir_srad_err1,gdir_srad_err2,giso_smass,giso_smass_err2,giso_smass_err1,giso_srad,giso_srad_err1,giso_srad_err2,giso_sage,giso_sage_err1,giso_sage_err2,giso2_sparallax,giso2_sparallax_err1,giso2_sparallax_err2
0,K00001,1.04475979487,0.0247824167433,-0.024095650293,0.990752591866,-0.0347666747933,0.0341426749593,1.04451426901,0.00806688660099,-0.00757089340271,5.44937254502,1.83622205631,-1.63298042199,4.75636262698,0.320012039267,-0.473605736581
1,K00002,1.97335319013,0.0428764198025,-0.0418190874438,1.51452059911,-0.0166988767443,0.0278723614205,1.96468777575,0.0195996613789,-0.0119250472615,1.7914687359,0.16958403291,-0.210477188116,3.66117850402,0.411259330809,-0.585824449724
2,K00006,1.29710849523,0.0327805993167,-0.0318382239196,1.20348678949,-0.0218676326174,0.0428200155372,1.28130036453,0.0226551711736,-0.0153927557315,2.08719793785,0.49891912528,-0.876287600935,2.20069271903,0.126677107216,-0.211767658269
3,K00007,1.50873326228,0.0397102499495,-0.0385212874806,1.14752158027,-0.05242330041,0.0471257399851,1.50541609763,0.0179914380126,-0.0180293524188,6.03605363433,1.30697525662,-1.05260511568,2.11182123188,0.227711176502,-0.273512660627
4,K00008,0.935029912869,0.0220844601022,-0.0215292839497,0.996290050758,-0.026797133362,0.0197982819681,0.932777873664,0.00676052058564,-0.00682505305976,1.51629919408,1.22432882975,-1.05727476365,2.89529839189,0.126983181542,-0.192027050476
5,K00010,1.53595911463,0.0384888374003,-0.0374606624764,1.14533505653,-0.0464437474568,0.0414252061819,1.52836256672,0.0269363812871,-0.0223678529661,4.69646798023,0.955156133757,-0.733440779685,1.20716585702,0.134885656163,-0.170546065778
6,K00017,1.26093105202,0.0311455966273,-0.030322443868,1.09043599295,-0.0304526323608,0.0343023587529,1.25109780904,0.0122664764034,-0.0113875184747,6.4997589882,1.44998912838,-1.25154079091,1.54298424036,0.174952359132,-0.180955862564
7,K00018,1.74041136571,0.0509420528201,-0.049188253627,1.30873008721,-0.0252638073907,0.0229644322625,1.68849371371,0.0357327890748,-0.0271412895677,2.86453584203,0.284373857513,-0.262503019962,1.25437262346,0.168791189075,-0.214568233034
8,K00020,1.50435126651,0.0385012775046,-0.0373337592096,1.08554650753,-0.0300006116091,0.0624595517195,1.49760269621,0.0179862919073,-0.0171724567721,6.70373404952,0.827799471412,-1.50056142032,1.09507126228,0.130656546358,-0.165435816465
9,K00022,1.25207703559,0.0287610141067,-0.0280762259717,1.11932949407,-0.0309416819772,0.0265188963725,1.24588082744,0.0180519908431,-0.0122564978966,4.73062602054,1.14336557123,-0.968069587071,1.30959801673,0.154603142525,-0.187574101251
10,K00041,1.52624385312,0.0342469802849,-0.0333306457351,1.09735583378,-0.0297711361355,0.0723401717723,1.51991173846,0.0118113256624,-0.0111227576505,6.9132180456,0.830508437803,-1.6865436722,3.41078998012,0.379815016713,-0.488574725035
11,K00046,1.6550277833,0.0467605030995,-0.0452325260777,1.24385159037,-0.0937445838301,0.0329023336458,1.64452404463,0.0267700383116,-0.0260692802161,5.23503027559,1.97555143804,-0.649793582841,1.19186403725,0.124640225577,-0.156363503121
