 KOI   ID  KICID(primary) KICID(companion)  d["]   d_unc  PA[deg]  PA_unc   U        U_unc     B        B_unc     V        V_unc    F555W   F555W_unc  F775W   F775W_unc   i        i_unc     z       z_unc      LP600  LP600_unc   562    562_unc     692    692_unc     880    880_unc     J        J_unc     H        H_unc     K        K_unc
 1912   B      3952651     3952651_blend   2.369   0.050   158.9    1.5     0.760    0.047     0.398    0.040     0.255    0.028    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.114    0.010    99.990   99.990    99.990   99.990
 1912   C      3952651     3952651_blend   3.475   0.055   358.6    1.0    99.990   99.990     3.172    0.093     3.108    0.059    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.724    0.033    99.990   99.990    99.990   99.990
 1916   B      6037581     6037581_blend   0.270   0.050   143.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.730    0.240    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 1918   B      7369865     7369865_blend   2.532   0.050   217.1    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.994    0.045    99.990   99.990    99.990   99.990
 1922   B      9411166     9411166_blend   3.666   0.050   195.7    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.596    0.029    99.990   99.990    99.990   99.990
 1929   B     10136549    10136549_blend   1.349   0.058   162.9    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.663    0.045     4.860    0.100
 1932   B      5202905     5202905_blend   0.527   0.051   115.3    1.3    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.080    0.100     3.370    0.100     3.120    0.100
 1935   B      5396122     5396122_blend   1.738   0.050   151.3    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.431    0.354    99.990   99.990    99.990   99.990
 1937   B     10190777    10190777_blend   2.312   0.050   243.6    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.702    0.010
 1941   B      5213902     5213902_blend   2.797   0.050   153.3    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.163    0.034    99.990   99.990    99.990   99.990
 1943   B      7810483     7810483_blend   1.209   0.050   307.8    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.974    0.010    99.990   99.990    99.990   99.990
 1950   B      3118797     3118797_blend   3.372   0.059   326.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.690    0.050    99.990   99.990    99.990   99.990    99.990   99.990     1.520    0.017    99.990   99.990    99.990   99.990
 1954   B      9468717     9468717_blend   3.831   0.050   353.1    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     7.090    0.169    99.990   99.990    99.990   99.990
 1961   B      7269493     7269493_blend   0.035   0.050   258.8    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.152    0.010
 1962   B      5513648     5513648_blend   0.120   0.050   114.2    1.8    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.120    0.150     0.240    0.150     0.185    0.031    99.990   99.990     0.091    0.037
 1964   B      7887791     7887791_blend   0.393   0.050     1.7    1.1    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.540    0.150     2.850    0.150     1.980    0.032    99.990   99.990     1.852    0.067
 1966   B      9973855     9973855_blend   3.650   0.050   244.8    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.730    0.050    99.990   99.990    99.990   99.990
 1967   B      6205897     6205897_blend   2.988   0.079   154.3    2.1    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.784    0.374     6.125    0.054     6.306    0.074
 1972   B     11253711    11253711_blend   1.050   0.050   246.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.050    0.120    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 1972   C     11253711    11253711_blend   3.999   0.050   130.7    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.834    0.098    99.990   99.990    99.990   99.990
 1973   B      4917596     4917596_blend   0.790   0.050    31.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.690    0.190    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 1977   B      9412760     9412760_blend   0.082   0.050    76.8    1.5    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.115    0.028
 1979   B      7273277     7273277_blend   0.779   0.106   194.0    1.7    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.200    0.390    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.865    0.027     1.800    0.016
 1985   B      8142942     8142942_blend   2.788   0.058   155.2    1.2    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.190    0.090    99.990   99.990    99.990   99.990    99.990   99.990     3.157    0.010    99.990   99.990     2.901    0.010
 1988   B      9044228     9044228_blend   1.580   0.050    58.7    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.735    0.029
 1989   B     10779233    10779233_blend   0.887   0.163    40.5    1.2    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.490    0.160    99.990   99.990     6.050    0.150     5.060    0.150    99.990   99.990    99.990   99.990     2.920    0.060
 1993   B      9042357     9042357_blend   2.955   0.050   289.8    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.695    0.117    99.990   99.990    99.990   99.990
 1993   C      9042357     9042357_blend   3.523   0.050    13.9    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.316    0.167    99.990   99.990    99.990   99.990
 1995   B      5942093     5942093_blend   2.957   0.050   353.5    2.4    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.340    0.040    99.990   99.990    99.990   99.990    99.990   99.990     5.953    0.487    99.990   99.990    99.990   99.990
 2001   B      6061773     6061773_blend   1.174   0.050   342.9    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.451    0.010
 2003   B      9851271     9851271_blend   2.143   0.050    66.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.978    0.043    99.990   99.990    99.990   99.990
 2005   B      6665512     6665512_blend   0.023   0.050    58.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.644    0.186
 2005   C      6665512     6665512_blend   2.058   0.050   136.7    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.524    0.041
 2009   B      2449431     2449431_blend   1.510   0.050   177.0    1.7    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.110    0.490    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.750    0.060
 2012   B      9839821     9839821_blend   3.143   0.050   239.8    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.287    0.511    99.990   99.990    99.990   99.990
 2014   B      6707908     6707908_blend   3.750   0.050   267.9    1.6    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.500    0.040    99.990   99.990    99.990   99.990    99.990   99.990     2.352    0.026    99.990   99.990    99.990   99.990
 2017   B      8750043     8750043_blend   3.069   0.050   299.9    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     7.227    0.076    99.990   99.990
 2019   B      6226290     6226290_blend   3.997   0.054   106.6    2.5    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.610    0.210    99.990   99.990    99.990   99.990    99.990   99.990     2.242    0.031    99.990   99.990    99.990   99.990
 2025   B      4636578     4636578_blend   3.409   0.050   192.9    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.957    0.028    99.990   99.990    99.990   99.990
