 KOI   KICID      CP   PC   FP     Rp_min   KOI_Rp  Teq_min KOI_Teq    Kepmag      V         Ks     Observatories
 350   11395587    0    1    0       2.2    350.01    839    350.01     13.39     13.54     11.92   Pal1.5
 351   11442793    6    1    0       1.1    351.06    293    351.01     13.80     13.97     12.48   CAHA,Gem,Lick,MMT,Pal1.5,WIYN
 352   11521793    2    0    0       1.8    352.02    644    352.01     13.77     13.98     12.22   Pal1.5
 353   11566064    0    3    0       1.4    353.03    452    353.01     13.37     13.46     12.23   Pal1.5,Pal5,WIYN
 354   11568987    1    1    0       1.1    354.02    721    354.01     13.23     13.48     11.71   Pal1.5,Pal5,WIYN
 355   11621223    1    0    0       2.0    355.01   1169    355.01     13.17     13.49     11.85   Lick,Pal1.5,WIYN
 356   11624249    1    0    0       6.2    356.01   1876    356.01     13.81     14.08     11.89   Keck,Pal1.5
 360   12107021    0    0    1       1.9    360.01   1059    360.01     13.02     13.22     11.58   Lick,Pal1.5,WIYN
 361   12404954    1    0    0       1.3    361.01   1176    361.01     13.10     13.29     11.62   Lick,Pal1.5,WIYN
 364    7296438    0    1    0       0.9    364.01    371    364.01     10.09     10.31      8.65   Lick,Pal1.5,Pal5,WIYN
 365   11623629    1    0    1       2.1    365.01    381    365.01     11.19     11.40      9.65   Keck,Pal1.5,Pal5,WIYN
 366    3545478    0    1    0      23.3    366.01    777    366.01     11.71     11.72     10.63   CAHA,Keck,Lick,Pal1.5,Pal5,WIYN
 367    4815520    0    1    0       4.5    367.01    563    367.01     11.10     11.27      9.64   Gem,Keck,Lick,Pal1.5,Pal5,WIYN
 368    6603043    0    0    1      18.8    368.01    766    368.01     11.38     11.34     11.08   Lick,Pal1.5,WIYN
 369    7175184    2    0    0       1.1    369.01    923    369.02     11.99     12.12     10.79   Gem,Lick,Pal1.5,Pal5,WIYN
 370    8494142    2    0    0       2.2    370.02    719    370.01     11.93     12.10     10.63   Keck,Lick,Pal1.5,Pal5,WIYN
 371    5652983    0    1    1      19.4    371.01    344    371.01     12.19     12.55     10.17   Keck,Lick,Pal1.5,WIYN
 372    6471021    1    0    0       8.0    372.01    348    372.01     12.39     12.60     10.91   CAHA,Keck,MMT,Pal1.5,WIYN
 373    7364176    0    1    0       2.5    373.01    363    373.01     12.77     12.97     11.32   Gem,Lick,Pal1.5,WIYN
 374    8686097    1    0    0       3.1    374.01    376    374.01     12.21     12.48     10.81   Gem,Lick,Pal1.5,Pal5,WIYN
 375   12356617    0    1    0      10.8    375.01    223    375.01     13.29     13.48     11.79   CAHA,Keck,Lick,Pal1.5,Pal5,WIYN
 376   12643589    0    0    2       2.9    376.02    616    376.01     13.75     13.86     12.63   Pal1.5
 377    3323887    3    0    0       1.5    377.03    523    377.02     13.80     14.02     12.34   Pal1.5,Pal5,WIYN
 379    2446113    0    1    1       2.0    379.02    883    379.02     13.32     13.68     11.52   CAHA,Lick,Pal1.5,WIYN
 384    3353050    1    0    0       1.9    384.01   1212    384.01     13.28     13.50     11.73   Lick,Pal1.5,WIYN
 385    3446746    1    0    0       1.8    385.01    767    385.01     13.44     13.66     11.78   CAHA,Lick,Pal1.5
 386    3656121    2    0    0       2.9    386.02    474    386.02     13.84     14.03     12.48   CAHA,Pal1.5
 387    3733628    1    0    0       2.4    387.01    521    387.01     13.58     13.84     11.09   CAHA,Keck,Pal1.5,WIYN
 388    3831053    0    1    0       3.5    388.01   1287    388.01     13.64     13.58     11.78   CAHA,Pal1.5
 392    3942670    2    0    0       1.3    392.02    650    392.01     13.95     14.15     12.42   MMT,Pal1.5,WIYN
 393    3964109    1    0    0       2.0    393.01    743    393.01     13.54     13.72     12.29   CAHA,Pal1.5
 398    9946525    3    0    0       1.9    398.03    416    398.01     15.34     15.66     13.36   CAHA,Pal1.5,WIYN
 401    3217264    3    0    0       1.7    401.03    301    401.02     14.00     14.35     12.18   CAHA,Pal1.5
 403    4247092    0    0    1       3.4    403.01    654    403.01     14.17     14.50     12.60   Pal1.5
 408    5351250    4    0    0       1.3    408.04    572    408.03     14.98     15.25     13.37   CAHA,Pal1.5
 409    5444548    1    0    0       2.5    409.01    767    409.01     14.15     14.32     12.71   Pal1.5
 410    5449777    0    1    0      54.5    410.01   1055    410.01     14.45     14.60     12.89   Pal1.5
 412    5683743    1    0    0       7.4    412.01   1257    412.01     14.29     14.49     12.78   Pal1.5
 413    5791986    2    0    0       2.1    413.02    547    413.02     14.77     15.04     12.86   Pal1.5
 414    5872150    0    1    1       2.7    414.02   1087    414.02     14.56     14.86     13.07   Pal1.5
 415    6289650    0    1    0       7.8    415.01    364    415.01     14.11     14.34     12.66   Pal1.5,WIYN
 416    6508221    2    2    0       0.7    416.04    335    416.02     14.29     14.63     12.30   CAHA,Pal1.5,WIYN
 417    6879865    0    1    0      14.5    417.01    656    417.01     14.85     15.13     13.18   Pal1.5
 419    8219673    0    1    0      42.5    419.01    669    419.01     14.52     14.73     12.99   Pal1.5
 420    8352537    1    0    0       4.0    420.01    768    420.01     14.25     14.62     12.00   Pal1.5,Pal5
 421    9115800    1    0    0      12.2    421.01   1016    421.01     14.99     15.23     13.07   Keck,Pal1.5
 422    9214713    0    1    0      14.6    422.01    216    422.01     14.74     14.88     13.30   CAHA,Keck,Pal1.5
 423    9478990    1    0    1      14.8    423.01    873    423.01     14.33     14.47     12.92   Pal1.5
 425    9967884    0    1    0      14.5    425.01   1033    425.01     14.69     14.94     13.16   Keck,Pal1.5
 426   10016874    0    1    0       3.6    426.01    805    426.01     14.73     14.92     13.11   Pal1.5,Pal5
 427   10189546    2    1    0       2.7    427.02    336    427.03     14.62     14.91     12.83   Pal1.5
 428   10418224    1    0    0      13.8    428.01   1482    428.01     14.59     14.77     13.27   Pal1.5
 429   10616679    1    0    0       4.3    429.01    760    429.01     14.49     14.87     12.56   Pal1.5
 430   10717241    1    1    0       0.7    430.02    401    430.01     14.90     15.48     12.19   Keck,Pal1.5
 431   10843590    2    0    0       2.5    431.02    458    431.02     14.26     14.52     12.42   CAHA,Pal1.5,WIYN
 432   10858832    1    0    0       3.9    432.01   1100    432.01     14.28     14.50     12.78   Pal1.5
 433   10937029    2    0    0       4.9    433.01    242    433.02     14.92     15.28     13.06   CAHA,Keck,Pal1.5
 435   11709124    5    1    0       1.3    435.06    177    435.02     14.53     14.69     12.99   CAHA,Keck,Pal1.5,WIYN
 438   12302530    2    0    0       1.8    438.02    271    438.02     14.26     14.85     11.81   Keck,Pal1.5
 439   12470954    1    0    1       3.9    439.01   1271    439.01     14.31     14.50     12.61   CAHA,Pal1.5
 440    2438264    2    0    0       2.5    440.01    579    440.01     14.17     14.51     12.15   Pal1.5,WIYN
 442    3745690    3    0    0       1.3    442.02    762    442.01     14.00     14.29     12.57   Pal1.5,WIYN
 443    3833007    1    0    0       2.2    443.01    663    443.01     14.20     14.39     12.63   Pal1.5
 444    3847138    1    0    0       2.1    444.01    797    444.01     14.11     14.37     12.67   Pal1.5
 446    4633570    2    0    0       1.9    446.02    418    446.02     14.43     14.95     12.06   Keck,Pal1.5
 448    5640085    2    0    0       1.9    448.01    275    448.02     14.90     15.40     12.36   Keck,Pal1.5
 449    5779852    0    1    0      42.2    449.01    318    449.01     14.18     14.42     12.77   Pal1.5
 451    6200715    0    0    1       3.2    451.01   1387    451.01     14.93     15.14     13.69   Pal5
 452    6291033    1    0    0       2.4    452.01   1281    452.01     14.64     14.90     13.15   Pal1.5
 454    7098355    1    0    0       2.3    454.01    497    454.01     14.81     15.19     12.96   Pal1.5
 456    7269974    2    0    0       1.8    456.02    733    456.01     14.62     14.85     13.05   Pal1.5
 457    7440748    2    0    0       2.0    457.02    743    457.02     14.20     14.65     12.25   Pal1.5,Pal5,WIYN
 458    7504328    0    1    0       8.2    458.01    531    458.01     14.71     15.01     13.11   Pal1.5
 459    7977197    2    0    0       1.3    459.02    681    459.01     14.25     14.48     12.66   Pal1.5
 460    8043638    1    1    0       1.2    460.02    566    460.02     14.74     15.02     12.98   Pal1.5
 463    8845205    1    0    0       1.6    463.01    270    463.01     14.71     15.91     11.45   CAHA,Gem,Keck,Pal1.5,WIYN
 464    8890783    2    0    0       2.7    464.02    446    464.01     14.36     14.58     12.59   Keck,Pal1.5
 465    8891318    0    0    1       5.3    465.01    283    465.01     14.19     14.35     12.81   CAHA,Pal1.5,WIYN
 466    9008220    0    1    0       7.9    466.01    902    466.01     14.66     14.87     13.21   Pal1.5
 467    9583881    1    0    0       5.1    467.01    658    467.01     14.79     15.01     13.12   Pal1.5
 468    9589524    1    0    0       3.3    468.01    546    468.01     14.77     15.08     12.77   Pal1.5
 469    9703198    0    1    0       5.3    469.01    901    469.01     14.71     14.97     13.25   Pal1.5
 470    9844088    1    0    0       4.7    470.01   1129    470.01     14.75     14.97     13.09   Pal1.5
 471   10019643    2    0    0       1.0    471.02    623    471.01     14.41     14.67     12.78   Pal1.5
 473   10155434    0    1    0       3.2    473.01    703    473.01     14.67     14.95     12.89   CAHA,Pal1.5,WIYN
 474   10460984    3    1    0       1.5    474.04    462    474.03     14.28     14.45     12.94   Pal1.5
 475   10577994    2    0    0       2.2    475.02    605    475.02     14.80     15.22     12.84   Pal1.5
 476   10599206    1    0    0       2.1    476.01    568    476.01     14.96     15.30     12.93   Pal1.5
 477   10934674    1    0    0       2.4    477.01    611    477.01     14.69     15.02     12.72   Pal1.5
 478   10990886    1    0    0       2.1    478.01    418    478.01     14.27     15.26     10.96   CAHA,Keck,Pal1.5
 479   11015323    1    0    0       3.1    479.01    544    479.01     14.11     14.32     12.51   Pal1.5
 480   11134879    1    0    0       2.4    480.01   1008    480.01     14.33     14.65     12.60   Pal1.5
 481   11192998    3    0    0       1.6    481.02    473    481.03     14.70     14.96     12.88   CAHA,Pal1.5
 483   11497977    1    0    0       2.5    483.01    980    483.01     14.68     14.90     12.99   Pal1.5,Pal5
 484   12061222    1    0    0       2.3    484.01    553    484.01     14.47     14.79     12.56   Pal1.5
 486   12404305    1    0    0       2.1    486.01    583    486.01     14.12     14.36     12.64   Pal1.5,Pal5
 487   12834874    1    0    0       2.2    487.01    858    487.01     14.53     14.79     12.92   Pal1.5
 488    2557816    1    0    0       2.0    488.01    803    488.01     14.72     14.99     13.08   Pal1.5
 490    3239945    4    0    0       1.4    490.04    144    490.02     14.02     14.41     11.83   CAHA,Keck,Lick,Pal1.5,WIYN
 492    3559935    1    1    0       3.0    492.02    302    492.02     14.42     14.71     12.65   LBT,Pal1.5
 494    3966801    1    0    0       1.7    494.01    315    494.01     14.89     15.31     12.86   Keck,Pal1.5
 496    4454752    1    0    0       2.5    496.01   1536    496.01     14.41     14.72     12.56   CAHA,Pal1.5
 497    4757437    2    0    0       1.5    497.02    870    497.01     14.61     14.82     13.21   Pal1.5
 499    4847534    1    0    0       1.7    499.01    730    499.01     14.27     14.52     12.55   Pal1.5
 500    4852528    5    0    0       1.0    500.05    495    500.02     14.80     15.27     12.25   Keck,Pal1.5,WIYN
 501    4951877    0    1    0       2.3    501.01    598    501.01     14.61     14.90     12.95   Pal1.5
 503    5340644    1    0    0       2.3    503.01    512    503.01     15.00     15.58     12.31   Keck,Pal1.5
 504    5461440    1    0    0       2.2    504.01    475    504.01     14.56     14.84     12.93   Pal1.5
 505    5689351    5    0    0       1.3    505.03    366    505.05     14.19     14.49     12.19   Keck,Pal1.5,Pal5,WIYN
 507    5812960    1    0    0       3.4    507.01    603    507.01     14.91     15.24     12.99   Pal1.5
 508    6266741    2    0    0       2.7    508.02    685    508.02     14.39     14.70     12.68   Pal1.5,WIYN
 509    6381846    3    0    0       1.8    509.03    483    509.03     14.88     15.19     13.21   Pal1.5
 510    6422155    4    0    0       2.2    510.03    549    510.04     14.53     14.81     12.79   Pal1.5
 511    6451936    2    0    0       1.3    511.02    956    511.01     14.21     14.54     12.67   Pal1.5
 512    6838050    1    0    0       2.9    512.01   1017    512.01     14.82     15.09     13.09   Pal1.5
 513    6937692    1    0    0       4.0    513.01    656    513.01     14.86     15.03     13.53   Pal1.5
 517    8015907    1    0    0       3.6    517.01   1400    517.01     14.03     14.29     12.40   Pal1.5
 518    8017703    3    0    0       1.5    518.02    194    518.03     14.29     14.62     12.18   CAHA,Keck,Lick,Pal1.5
 519    8022244    2    0    0       2.7    519.01    583    519.02     14.94     15.20     13.50   Pal1.5
 520    8037145    4    0    0       1.4    520.02    429    520.04     14.55     14.89     12.57   CAHA,Lick,Pal1.5,WIYN
 521    8162789    0    2    0       1.3    521.02    885    521.02     14.63     14.92     13.19   Pal1.5
 522    8265218    0    1    0       3.5    522.01    733    522.01     14.41     14.68     12.87   Pal5
 523    8806123    2    0    0       3.6    523.02    545    523.01     15.00     15.16     13.42   Pal1.5
 524    8934495    0    1    0       2.6    524.01    927    524.01     14.87     15.18     13.02   CAHA,Pal1.5
 525    9119458    0    1    0       5.1    525.01    873    525.01     14.54     14.85     12.80   Pal1.5
 526    9157634    1    0    0       3.0    526.01   1367    526.01     14.43     14.71     12.74   Pal1.5
 528    9941859    3    0    0       2.8    528.01    408    528.02     14.60     14.87     12.90   CAHA,Pal1.5,WIYN
 530   10266615    1    0    0       2.2    530.01    767    530.01     14.91     15.13     13.25   Pal1.5
 531   10395543    0    1    0       5.7    531.01    689    531.01     14.42     15.06     11.61   Keck,Pal1.5
 532   10454313    1    0    0       2.6    532.01   1177    532.01     14.71     14.92     13.19   Pal1.5
 533   10513530    1    1    0       1.1    533.02    656    533.01     14.68     14.96     12.86   Pal1.5,Pal5
 534   10554999    2    0    0       1.6    534.02    807    534.01     14.61     14.90     12.75   CAHA,Pal1.5
 535   10873260    1    0    0       3.5    535.01   1056    535.01     14.43     14.72     12.94   Pal1.5
 536   10965008    1    0    0       3.4    536.01    412    536.01     14.50     14.69     12.97   Pal1.5,WIYN
 537   11073351    1    0    0       2.2    537.01   1326    537.01     14.66     14.83     13.22   Pal1.5
 538   11090765    1    0    0       2.6    538.01    706    538.01     14.56     14.79     13.11   Pal1.5
 539   11246364    0    0    1       1.2    539.01    337    539.01     14.13     14.32     12.56   Gem,Keck
 541   11656721    1    0    0       2.1    541.01    681    541.01     14.75     15.02     13.00   Pal1.5
 542   11669239    2    0    0       1.5    542.02    540    542.01     14.35     14.58     12.69   Pal1.5
 543   11823054    2    0    0       1.3    543.02    927    543.01     14.71     15.04     12.88   Lick,Pal1.5
 546   12058931    2    0    0       2.7    546.02    742    546.01     14.90     15.06     13.52   Pal1.5
 547   12116489    1    1    0       1.0    547.02    519    547.01     14.77     15.09     12.86   Pal1.5
 548   12600735    1    0    0       2.9    548.01    752    548.01     14.02     14.22     12.72   CAHA,Pal1.5
